codigo_ibge,anomes_s,qtd_familias_beneficiarias_bolsa_familia_s,valor_repassado_bolsa_familia_s,pbf_vlr_medio_benef_f
431030,202512,60,36800.0,707.69
431033,202512,1569,984991.0,688.32
431036,202512,30,19226.0,686.64
431040,202512,416,282323.0,775.61
431041,202512,135,94647.0,717.02
431043,202512,150,103523.0,772.56
431046,202512,13,7375.0,614.58
431050,202512,556,379854.0,712.67
431053,202512,218,143862.0,685.06
431055,202512,339,227087.0,692.34
431057,202512,52,30851.0,642.73
431060,202512,2279,1557084.0,745.02
431065,202512,180,125916.0,715.43
431070,202512,98,65648.0,746.0
431075,202512,65,41761.0,673.56
431080,202512,149,90908.0,776.99
431085,202512,179,115818.0,677.3
431087,202512,228,152513.0,709.36
431090,202512,64,43555.0,714.02
431100,202512,1940,1304491.0,727.55
431110,202512,699,462331.0,681.9
431112,202512,390,267860.0,767.51
431113,202512,295,176586.0,684.44
431115,202512,626,416055.0,705.18
431120,202512,1209,825641.0,722.35
431123,202512,143,88366.0,626.71
431125,202512,663,428840.0,681.78
431127,202512,25,17130.0,713.75
431130,202512,1572,1055850.0,727.67
431140,202512,1910,1211323.0,704.67
431142,202512,310,208095.0,680.05
431150,202512,573,403977.0,741.24
431160,202512,235,162096.0,740.16
431162,202512,252,170612.0,738.58
431164,202512,11,7490.0,749.0
431170,202512,142,87672.0,669.25
431171,202512,542,370915.0,743.32
431173,202512,198,132825.0,684.66
431175,202512,398,258410.0,702.2
431177,202512,522,361029.0,735.29
431179,202512,41,24868.0,621.7
431180,202512,904,569040.0,742.87
431190,202512,72,47860.0,703.82
431198,202512,257,177430.0,730.16
431200,202512,38,23970.0,647.84
431205,202512,64,40196.0,693.03
431210,202512,277,183557.0,695.29
431213,202512,138,96130.0,745.19
431215,202512,157,98788.0,700.62
431217,202512,72,49026.0,720.97
431220,202512,209,138334.0,735.82
431225,202512,888,600964.0,693.95
431230,202512,348,241348.0,740.33
431235,202512,6,3175.0,529.17
431237,202512,179,127633.0,773.53
431238,202512,16,10723.0,765.93
431240,202512,2274,1559448.0,760.71
431242,202512,97,59358.0,706.64
431244,202512,71,43612.0,692.25
431245,202512,434,299167.0,707.25
431247,202512,21,14267.0,891.69
431250,202512,947,655529.0,769.4
431260,202512,76,48449.0,682.38
431261,202512,160,112602.0,766.0
431262,202512,78,53140.0,759.14
431265,202512,243,143498.0,699.99
431267,202512,63,43841.0,755.88
431270,202512,967,661109.0,719.38
431275,202512,55,36080.0,721.6
431280,202512,53,34843.0,696.86
431290,202512,96,61802.0,710.37
431295,202512,16,11554.0,722.13
431300,202512,45,27650.0,674.39
431301,202512,14,9030.0,645.0
431303,202512,209,134704.0,687.27
431306,202512,725,479330.0,701.8
431308,202512,18,12560.0,697.78
431310,202512,203,126116.0,646.75
431320,202512,183,127505.0,712.32
431330,202512,550,349791.0,727.22
431333,202512,45,30083.0,752.08
431335,202512,17,11562.0,680.12
431337,202512,2511,1629647.0,709.78
431339,202512,223,146237.0,673.9
431340,202512,8663,5822562.0,747.15
431342,202512,147,100525.0,723.2
431344,202512,105,66390.0,781.06
431346,202512,36,22692.0,667.41
431349,202512,317,206400.0,724.21
431350,202512,2497,1668375.0,729.5
431360,202512,121,69150.0,671.36
431365,202512,1273,880316.0,736.05
431370,202512,2338,1568090.0,709.54
431380,202512,432,293477.0,752.51
431390,202512,920,610526.0,713.23
431395,202512,963,654126.0,700.35
431400,202512,48,26706.0,580.57
431402,202512,403,268654.0,694.2
431403,202512,83,51408.0,642.6
431405,202512,2828,1961762.0,746.77
431406,202512,210,136580.0,659.81
431407,202512,249,163634.0,724.04
431410,202512,8175,5564119.0,750.08
431413,202512,15,9800.0,653.33
431415,202512,267,174434.0,686.75
431417,202512,184,118807.0,698.86
431420,202512,784,521542.0,693.54
431430,202512,155,101276.0,693.67
431440,202512,20177,13482215.0,729.28
431442,202512,16,11530.0,768.67
431445,202512,42,27539.0,671.68
431446,202512,148,98433.0,718.49
431447,202512,206,140732.0,721.7
431449,202512,312,203017.0,676.72
431450,202512,1098,706096.0,678.29
431454,202512,33,20533.0,760.48
431455,202512,135,86196.0,684.1
431460,202512,1390,920159.0,676.59
431470,202512,518,349182.0,704.0
431475,202512,7,3776.0,539.43
431477,202512,195,130645.0,706.19
431478,202512,17,9106.0,535.65
431480,202512,1211,772088.0,724.29
431490,202512,78147,52668881.0,720.31
431500,202512,168,110394.0,703.15
431505,202512,111,74209.0,680.82
431507,202512,47,29701.0,660.02
431510,202512,642,441120.0,703.54
431513,202512,47,27877.0,663.74
431514,202512,41,26665.0,701.71
431515,202512,237,145348.0,654.72
431517,202512,34,21037.0,809.12
431520,202512,60,35940.0,599.0
431530,202512,1809,1209668.0,692.03
431531,202512,51,37363.0,778.4
431532,202512,221,143824.0,672.07
431535,202512,54,31763.0,599.3
431540,202512,1463,1009673.0,749.02
431545,202512,33,19929.0,642.87
431550,202512,957,634607.0,689.79
431555,202512,250,163719.0,727.64
431560,202512,9406,6186949.0,703.86
431570,202512,3011,1995065.0,723.37
431575,202512,151,99345.0,685.14
431580,202512,350,233794.0,723.82
431590,202512,278,171297.0,663.94
431595,202512,127,86354.0,702.07
431600,202512,641,416952.0,684.65
431610,202512,508,363245.0,732.35
431620,202512,176,116987.0,676.23
431630,202512,242,137893.0,599.53
431640,202512,4492,3039241.0,713.94
431642,202512,177,114615.0,666.37
431643,202512,48,28225.0,627.22
431645,202512,1289,840033.0,692.53
431647,202512,18,11437.0,635.39
431650,202512,45,36387.0,957.55
431660,202512,130,78583.0,633.73
431670,202512,463,284732.0,657.58
431673,202512,38,25622.0,692.49
431675,202512,25,14167.0,643.95
431680,202512,4981,3228976.0,703.02
431690,202512,13870,9443517.0,726.26
431695,202512,57,36169.0,769.55
431697,202512,199,133915.0,693.86
431700,202512,736,476828.0,683.13
431710,202512,7162,4905862.0,750.36
431720,202512,1754,1168877.0,720.64
431725,202512,6,3960.0,660.0
431730,202512,1905,1278621.0,721.98
431740,202512,1709,1079667.0,674.37
431750,202512,3086,2065060.0,731.25
431755,202512,18,11604.0,725.25
431760,202512,2243,1497297.0,732.89
431770,202512,1030,680758.0,694.65
431775,202512,67,45721.0,802.12
431780,202512,675,439236.0,683.1
431790,202512,255,153022.0,662.43
431795,202512,59,39577.0,670.8
431800,202512,2278,1566327.0,732.61
431805,202512,6,3606.0,601.0
431810,202512,1369,904253.0,690.27
431820,202512,1034,690654.0,717.19
431830,202512,2810,1910862.0,733.54
431840,202512,1452,956331.0,690.49
431842,202512,56,32275.0,597.69
431843,202512,124,78400.0,642.62
431844,202512,27,16031.0,667.96
431845,202512,171,104773.0,654.83
431846,202512,159,103479.0,680.78
431848,202512,24,14244.0,593.5
431849,202512,15,9425.0,628.33
431850,202512,1396,878619.0,735.25
431860,202512,200,128003.0,719.12
431861,202512,25,18421.0,837.32
431862,202512,309,223074.0,758.76
431870,202512,12623,8605325.0,728.09
431880,202512,1795,1170227.0,699.06
431890,202512,1713,1173233.0,716.7
431900,202512,365,262032.0,768.42
431910,202512,126,78306.0,626.45
431912,202512,319,208096.0,691.35
431915,202512,621,424028.0,705.54
431920,202512,696,455478.0,695.39
431930,202512,216,131708.0,744.11
431935,202512,12,9039.0,753.25
431936,202512,117,80343.0,698.63
431937,202512,53,37945.0,758.9
431940,202512,1043,701126.0,698.33
431950,202512,723,449149.0,692.06
431960,202512,1050,680191.0,688.45
431970,202512,67,44703.0,698.48
431971,202512,27,20663.0,765.3
431973,202512,516,347497.0,693.61
431975,202512,16,10232.0,787.08
431980,202512,702,471436.0,714.3
431990,202512,3555,2401211.0,722.39
432000,202512,7779,5062900.0,725.55
432010,202512,942,590268.0,673.82
432020,202512,466,313888.0,705.37
432023,202512,123,82830.0,684.55
432026,202512,594,393270.0,686.34
432030,202512,111,61213.0,600.13
432032,202512,105,71499.0,687.49
432035,202512,366,248893.0,691.37
432040,202512,217,140106.0,676.84
432045,202512,41,24102.0,587.85
432050,202512,189,116254.0,671.99
432055,202512,335,223729.0,696.98
432057,202512,72,43640.0,632.46
432060,202512,48,33751.0,718.11
432065,202512,109,65765.0,792.35
432067,202512,501,303867.0,639.72
432070,202512,721,494741.0,712.88
432080,202512,1770,1188913.0,711.92
432085,202512,226,152338.0,735.93
432090,202512,655,418501.0,692.88
432100,202512,131,80553.0,634.28
432110,202512,869,571331.0,687.52
432120,202512,1921,1279743.0,711.76
432130,202512,1529,1055873.0,715.36
432132,202512,77,51353.0,675.7
432135,202512,346,236979.0,771.92
432140,202512,1371,955283.0,730.9
432143,202512,734,480829.0,707.1
432145,202512,527,323367.0,662.64
432146,202512,47,29420.0,668.64
432147,202512,145,103743.0,757.25
432149,202512,127,86530.0,709.26
432150,202512,2227,1510438.0,726.52
432160,202512,3630,2524284.0,749.27
432162,202512,9,4902.0,700.29
432163,202512,8,5815.0,726.88
432166,202512,227,146255.0,689.88
432170,202512,500,335465.0,730.86
432180,202512,897,579734.0,696.8
432183,202512,242,162305.0,741.12
432185,202512,311,223638.0,771.17
432190,202512,1076,735275.0,721.57
432195,202512,229,146676.0,682.21
432200,202512,1778,1229532.0,742.92
432210,202512,170,108735.0,744.76
432215,202512,297,198868.0,676.42
432218,202512,46,29100.0,661.36
432220,202512,1925,1336927.0,729.37
432225,202512,61,36476.0,651.36
432230,202512,171,112073.0,687.56
432232,202512,150,94390.0,669.43
432234,202512,57,36914.0,683.59
432235,202512,17,10402.0,650.13
432237,202512,208,138440.0,713.61
432240,202512,7959,5390388.0,745.46
432250,202512,3632,2509117.0,751.68
432252,202512,169,109452.0,692.73
432253,202512,518,331514.0,675.18
432254,202512,46,29509.0,719.73
432255,202512,29,17463.0,623.68
432260,202512,2722,1820448.0,713.34
432270,202512,1278,817848.0,680.41
432280,202512,162,97273.0,657.25
432285,202512,12,8802.0,978.0
432290,202512,110,74648.0,746.48
432300,202512,16653,11373982.0,740.93
432310,202512,572,381222.0,713.9
432320,202512,39,26654.0,807.7
432330,202512,25,17285.0,751.52
432335,202512,16,9402.0,626.8
432340,202512,66,44897.0,748.28
432345,202512,763,499003.0,672.51
432350,202512,77,50875.0,660.71
432360,202512,17,10635.0,625.59
432370,202512,100,62879.0,661.88
432375,202512,188,123009.0,672.18
432377,202512,17,10672.0,627.76
432380,202512,694,467273.0,722.21
500020,202512,1416,972832.0,701.39
500025,202512,412,280060.0,683.07
500060,202512,5492,3757280.0,688.9
500070,202512,2019,1350463.0,684.13
500080,202512,517,356240.0,690.39
500085,202512,786,555088.0,711.65
500090,202512,757,525952.0,696.63
500100,202512,1743,1169037.0,676.92
500110,202512,5088,3608630.0,710.92
500124,202512,1434,991681.0,693.48
500150,202512,712,504471.0,709.52
500190,202512,1546,1019189.0,665.27
500200,202512,889,616514.0,695.06
500210,202512,2558,1794830.0,702.75
500215,202512,648,455007.0,707.63
500220,202512,1582,1096239.0,698.69
500230,202512,987,671285.0,685.68
500240,202512,1679,1098088.0,698.97
500260,202512,1118,768198.0,689.59
500270,202512,45651,32045722.0,705.0
500280,202512,570,366116.0,643.44
500290,202512,998,652008.0,667.36
500295,202512,1456,959648.0,664.58
500310,202512,302,196365.0,672.48
500315,202512,3367,2384737.0,714.85
500320,202512,9025,6546720.0,735.26
500325,202512,2473,1734833.0,703.79
500330,202512,2517,1737271.0,692.14
500345,202512,708,469460.0,670.66
500348,202512,1308,923753.0,711.13
500350,202512,414,281008.0,680.41
500370,202512,12240,8704928.0,716.34
500375,202512,724,486775.0,681.76
500380,202512,957,621927.0,656.73
500390,202512,269,184479.0,685.8
500400,202512,537,348940.0,652.22
500410,202512,854,580656.0,687.98
500430,202512,880,560492.0,649.47
500440,202512,377,262578.0,698.35
500450,202512,617,446089.0,730.1
500460,202512,850,523084.0,623.46
500470,202512,1040,663665.0,644.33
500480,202512,1478,1078427.0,732.13
500490,202512,339,238983.0,709.15
500500,202512,1247,913783.0,733.96
500510,202512,294,206070.0,708.14
500515,202512,711,479914.0,699.58
500520,202512,1822,1346624.0,741.94
500525,202512,587,407700.0,695.73
500540,202512,1689,1237620.0,734.93
500560,202512,3824,2785223.0,734.11
500568,202512,1675,1163853.0,696.5
500570,202512,3565,2352248.0,665.42
500580,202512,1350,910000.0,677.08
500600,202512,1365,934661.0,687.76
500620,202512,3275,2208404.0,677.22
500625,202512,214,145687.0,690.46
500627,202512,206,124112.0,620.56
500630,202512,2160,1435601.0,668.03
500635,202512,1945,1528702.0,809.27
500640,202512,798,552646.0,692.54
500660,202512,8575,6100954.0,715.57
500690,202512,1356,960279.0,709.74
500710,202512,1096,728388.0,673.81
500720,202512,1750,1189780.0,683.78
500730,202512,314,209604.0,669.66
500740,202512,1729,1215153.0,707.31
500750,202512,444,304405.0,687.14
500755,202512,330,221311.0,678.87
500769,202512,1184,807685.0,696.88
500770,202512,552,401749.0,730.45
500780,202512,358,237040.0,683.11
500790,202512,3377,2311266.0,689.31
500793,202512,864,594148.0,689.27
500795,202512,1499,998206.0,682.77
500797,202512,300,212582.0,710.98
500800,202512,1131,796660.0,704.39
500830,202512,7006,4708794.0,678.7
500840,202512,431,289285.0,674.32
510010,202512,723,503910.0,699.88
510020,202512,772,510987.0,840.44
510025,202512,3476,2374854.0,691.97
510030,202512,835,581206.0,704.49
510035,202512,460,343075.0,777.95
510040,202512,952,646690.0,683.6
510050,202512,989,663749.0,719.9
510060,202512,477,326963.0,718.6
510080,202512,587,404134.0,704.07
510100,202512,252,174838.0,702.16
510120,202512,106,73250.0,691.04
510125,202512,668,418297.0,635.71
510130,202512,662,464128.0,716.25
510140,202512,1522,1074922.0,718.05
510160,202512,1309,900651.0,689.1
510170,202512,2263,1548517.0,700.05
510180,202512,5351,3798543.0,712.81
510183,202512,33,23538.0,713.27
510185,202512,693,497096.0,733.18
510190,202512,807,593987.0,755.71
510250,202512,7097,4927430.0,724.09
510260,202512,1735,1587816.0,921.01
510263,202512,933,606229.0,658.94
510267,202512,1496,982003.0,660.84
510268,202512,283,178174.0,690.6
510269,202512,369,258744.0,726.81
510270,202512,1011,736106.0,737.58
510279,202512,422,267832.0,661.31
510285,202512,466,328000.0,705.38
510300,202512,2060,1437506.0,699.52
510305,202512,751,532703.0,715.04
510310,202512,506,330546.0,677.35
510320,202512,1184,749752.0,645.23
510325,202512,1472,965054.0,671.58
510330,202512,1688,1224278.0,731.79
510335,202512,2533,1792005.0,734.13
510336,202512,237,171351.0,738.58
510337,202512,715,504332.0,739.49
510340,202512,37224,25819019.0,748.92
510343,202512,461,317735.0,704.51
510345,202512,577,405177.0,703.43
510350,202512,847,580442.0,687.73
510360,202512,710,504255.0,718.31
510370,202512,1164,876719.0,757.1
510380,202512,198,139026.0,759.7
510385,202512,1113,834269.0,755.68
510390,202512,776,579032.0,755.92
510395,202512,292,197289.0,682.66
510410,202512,2878,2019058.0,708.44
510420,202512,1134,765210.0,675.98
510450,202512,153,101681.0,682.42
510452,202512,660,481949.0,735.8
510454,202512,534,383261.0,739.89
510455,202512,375,254592.0,684.39
510460,202512,760,504697.0,673.83
510480,202512,1719,1172065.0,687.03
510490,202512,961,663720.0,694.99
510500,202512,378,265027.0,710.53
510510,202512,1640,1196414.0,731.75
510515,202512,2143,1457512.0,688.81
510517,202512,858,593861.0,696.2
510520,202512,605,424484.0,707.47
510523,202512,424,293380.0,698.52
510525,202512,3388,2280078.0,684.91
510530,202512,386,271961.0,751.27
510550,202512,1371,986082.0,727.74
510558,202512,1026,739686.0,731.64
510560,202512,586,385308.0,700.56
510562,202512,2112,1397885.0,674.65
510590,202512,1524,1046027.0,697.35
510600,202512,423,278313.0,667.42
510610,202512,1183,822538.0,700.63
510615,202512,1068,663525.0,655.01
510617,202512,769,606471.0,815.15
510618,202512,621,446097.0,732.51
510619,202512,159,111455.0,748.02
510620,202512,286,202667.0,837.47
510621,202512,421,245069.0,617.3
510622,202512,1322,886136.0,679.03
510623,202512,1000,714661.0,716.81
510624,202512,287,188266.0,687.1
510625,202512,1261,834895.0,666.85
510626,202512,586,383824.0,674.56
510627,202512,209,147050.0,720.83
510628,202512,509,350117.0,704.46
510629,202512,563,375840.0,688.35
510630,202512,1306,987603.0,806.21
510631,202512,288,198450.0,724.27
510637,202512,1268,824636.0,668.26
510642,202512,3218,2306500.0,721.91
510645,202512,342,230380.0,681.6
510650,202512,3840,2813274.0,739.17
510665,202512,452,307532.0,708.6
510670,202512,188,136471.0,725.91
510675,202512,2010,1313656.0,687.78
510677,202512,1135,810312.0,737.32
510680,202512,191,133357.0,705.59
510682,202512,921,623561.0,696.72
510685,202512,279,194460.0,707.13
510700,202512,1549,1056619.0,701.14
510704,202512,3358,2202885.0,665.73
510706,202512,1896,1396818.0,740.23
510710,202512,904,594188.0,663.9
510715,202512,192,127209.0,669.52
510718,202512,944,719871.0,774.05
510719,202512,164,111921.0,682.45
510720,202512,297,194282.0,663.08
510724,202512,329,227769.0,698.68
510726,202512,283,198491.0,721.79
510729,202512,110,72145.0,714.31
510730,202512,1152,751262.0,667.79
510735,202512,783,583997.0,752.57
510740,202512,384,270580.0,717.72
510757,202512,197,148790.0,774.95
510760,202512,11099,7525101.0,682.86
510770,202512,2050,1387372.0,679.09
510774,202512,240,172059.0,744.84
510775,202512,145,105002.0,729.18
510776,202512,272,191229.0,716.21
510777,202512,730,511770.0,705.89
510779,202512,367,283281.0,784.71
510780,202512,1687,1196828.0,711.55
510785,202512,747,538944.0,727.32
510787,202512,1108,723018.0,661.5
510788,202512,163,114495.0,706.76
510790,202512,4775,2977443.0,681.03
510792,202512,4557,3017212.0,671.24
510794,202512,378,256735.0,688.3
510795,202512,4323,2949229.0,687.47
510800,202512,536,356752.0,679.53
510805,202512,557,387270.0,700.31
510810,202512,287,201709.0,712.75
510820,202512,311,203964.0,662.22
510830,202512,465,328002.0,709.96
510835,202512,208,141133.0,681.8
510840,202512,22686,16168747.0,724.67
510850,202512,556,416966.0,817.58
510860,202512,1158,798533.0,711.7
510880,202512,273,178523.0,658.76
510885,202512,177,122324.0,698.99
510890,202512,339,236099.0,742.45
510895,202512,693,475002.0,687.41
520005,202512,2418,1734041.0,721.92
520010,202512,1269,879412.0,700.17
520013,202512,1144,739694.0,651.14
520015,202512,174,108128.0,659.32
520017,202512,428,286820.0,671.71
520020,202512,235,154587.0,657.82
520025,202512,22132,15682558.0,719.35
520030,202512,3333,2386082.0,719.57
520050,202512,121,80814.0,667.88
520055,202512,504,346268.0,688.41
520060,202512,887,626329.0,709.32
520080,202512,856,568583.0,669.71
520082,202512,345,225384.0,653.29
520085,202512,424,278535.0,717.87
520090,202512,358,244600.0,702.87
520110,202512,10172,6778209.0,672.51
520120,202512,72,47423.0,677.47
520130,202512,1419,911232.0,645.35
520140,202512,20172,13835826.0,688.14
520145,202512,163,102585.0,637.17
520150,202512,285,203994.0,715.77
520160,202512,342,230731.0,674.65
520170,202512,1697,1143747.0,677.17
520180,202512,1768,1221961.0,693.9
520215,202512,809,541543.0,670.23
520235,202512,318,209276.0,660.18
520250,202512,594,375823.0,638.07
520260,202512,205,129981.0,646.67
520280,202512,313,206435.0,663.78
520310,202512,388,261849.0,680.13
520320,202512,842,589383.0,700.81
520330,202512,2859,2001938.0,704.91
520340,202512,830,557946.0,674.66
520350,202512,1238,872836.0,711.94
520355,202512,771,534634.0,697.96
520357,202512,454,312946.0,693.89
520360,202512,331,210518.0,639.87
520380,202512,380,250762.0,670.49
520390,202512,366,237476.0,661.49
520393,202512,238,156595.0,666.36
520396,202512,449,312776.0,702.87
520400,202512,958,657145.0,691.0
520410,202512,707,481133.0,681.49
520420,202512,173,119929.0,697.26
520425,202512,424,280200.0,662.41
520430,202512,567,389834.0,689.97
520440,202512,694,464814.0,672.67
520450,202512,4597,3093320.0,674.66
520455,202512,288,198587.0,701.72
520460,202512,424,283758.0,669.24
520465,202512,493,334732.0,681.74
520470,202512,1262,856172.0,682.21
520480,202512,467,334070.0,716.89
520485,202512,1127,816311.0,726.9
520490,202512,2406,1671395.0,696.41
520495,202512,830,553271.0,668.2
520500,202512,810,540183.0,667.72
520505,202512,448,295340.0,659.24
520510,202512,4416,3083532.0,702.24
520520,202512,688,461984.0,672.47
520530,202512,1335,953819.0,717.16
520540,202512,912,583692.0,645.68
520545,202512,567,370951.0,656.55
520547,202512,672,468416.0,698.09
520549,202512,9401,6430846.0,686.91
520551,202512,2863,1971129.0,690.17
520552,202512,513,365479.0,713.83
520570,202512,195,131207.0,672.86
520580,202512,1042,704130.0,682.3
520590,202512,579,403592.0,741.9
520620,202512,5217,3701392.0,719.28
520630,202512,397,284381.0,719.95
520640,202512,897,571661.0,654.07
520650,202512,457,306441.0,670.55
520660,202512,153,107920.0,705.36
520670,202512,549,368208.0,671.91
520680,202512,363,251941.0,701.79
520690,202512,172,113132.0,689.83
520710,202512,137,87753.0,645.24
520725,202512,546,373694.0,685.68
520735,202512,345,234025.0,686.29
520740,202512,829,559686.0,676.77
520750,202512,315,216748.0,690.28
520753,202512,620,414982.0,673.67
520760,202512,732,476279.0,650.65
520780,202512,653,432012.0,678.2
520790,202512,1415,968565.0,686.44
520800,202512,9090,6262550.0,693.37
520810,202512,480,331231.0,691.51
520815,202512,216,144880.0,677.01
520830,202512,901,610989.0,681.91
520840,202512,1475,1032274.0,702.23
520850,202512,286,193091.0,702.15
520860,202512,3919,2493739.0,642.39
520870,202512,64732,43559982.0,677.55
520880,202512,5178,3612540.0,703.51
520890,202512,1816,1190552.0,661.05
520910,202512,1451,955713.0,713.75
520915,202512,393,270952.0,758.97
520920,202512,2394,1693014.0,713.45
520929,202512,257,163605.0,641.59
520940,202512,530,352748.0,665.56
520945,202512,184,112510.0,628.55
520960,202512,586,393006.0,678.77
520970,202512,2143,1514673.0,708.45
520980,202512,292,200279.0,690.62
520990,202512,1854,1302553.0,705.23
520993,202512,353,235492.0,670.92
520995,202512,938,642086.0,688.93
521000,202512,3267,2218891.0,682.53
521010,202512,1972,1304625.0,665.29
521015,202512,296,192401.0,656.66
521020,202512,1535,1031606.0,680.03
521030,202512,288,181475.0,630.12
521040,202512,3334,2192539.0,662.2
521056,202512,372,246411.0,664.18
521060,202512,375,252563.0,677.11
521080,202512,245,154185.0,634.51
521090,202512,832,567704.0,691.48
521100,202512,798,530761.0,665.95
521120,202512,1888,1182931.0,631.23
521130,202512,377,261443.0,693.48
521140,202512,625,436589.0,707.6
521150,202512,4970,3448588.0,698.38
521160,202512,267,178909.0,672.59
521170,202512,310,195179.0,633.7
521180,202512,3992,2727348.0,685.44
521190,202512,4191,2850816.0,683.81
521200,202512,256,165810.0,650.24
521205,202512,317,209751.0,668.0
521210,202512,223,144835.0,649.48
521220,202512,1592,1053243.0,664.51
521225,202512,245,167660.0,687.13
521230,202512,915,630425.0,692.01
521250,202512,19619,13963058.0,719.19
521260,202512,278,182862.0,662.54
521270,202512,1265,870632.0,689.34
521280,202512,926,617398.0,671.82
521290,202512,181,130568.0,741.86
521295,202512,558,367584.0,661.12
521300,202512,788,530193.0,677.13
521305,202512,304,206764.0,682.39
521308,202512,1861,1214797.0,658.07
521310,202512,3668,2444052.0,669.6
521340,202512,132,87926.0,671.19
521350,202512,1277,913228.0,718.51
521370,202512,418,274678.0,669.95
521375,202512,620,412325.0,669.36
521377,202512,604,417550.0,693.6
521380,202512,1385,858377.0,642.02
521385,202512,305,201964.0,662.18
521390,202512,253,153862.0,613.0
521400,202512,1476,1031789.0,700.94
521405,202512,468,305919.0,653.67
521410,202512,430,297813.0,694.2
521440,202512,600,405222.0,678.76
521450,202512,2268,1582738.0,700.02
521460,202512,2260,1385595.0,636.47
521470,202512,324,211910.0,654.04
521480,202512,142,89700.0,636.17
521483,202512,1056,733052.0,695.5
521486,202512,724,490194.0,678.0
521487,202512,252,171012.0,684.05
521490,202512,408,270169.0,662.18
521500,202512,975,650253.0,668.3
521520,202512,377,251063.0,669.5
521523,202512,8117,5779530.0,720.19
521525,202512,476,323182.0,681.82
521530,202512,654,444954.0,689.85
521540,202512,312,218411.0,702.29
521550,202512,336,231872.0,694.23
521560,202512,2653,1834460.0,696.72
521565,202512,237,158829.0,670.16
521570,202512,1513,1071066.0,710.26
521580,202512,171,115763.0,746.86
521590,202512,345,223985.0,649.23
521600,202512,183,119874.0,662.29
521630,202512,494,331572.0,678.06
521640,202512,618,393332.0,638.53
521645,202512,147,87192.0,605.5
521680,202512,687,456532.0,671.37
521690,202512,234,160592.0,695.2
521710,202512,1437,970685.0,679.75
521720,202512,764,502460.0,659.4
521730,202512,1431,927640.0,658.37
521740,202512,1871,1274959.0,686.94
521760,202512,10174,7237260.0,712.96
521770,202512,809,498830.0,621.98
521800,202512,2860,1891108.0,663.08
521805,202512,333,214526.0,650.08
521810,202512,338,235291.0,696.13
521830,202512,3520,2479680.0,706.86
521839,202512,367,239847.0,687.24
521850,202512,1816,1176677.0,658.83
521860,202512,602,404817.0,675.82
521870,202512,283,199350.0,704.42
521878,202512,282,184201.0,655.52
521880,202512,10678,7093911.0,666.72
521890,202512,967,625711.0,655.88
521900,202512,432,280589.0,649.51
521910,202512,496,344613.0,696.19
521920,202512,242,156685.0,658.34
521925,202512,340,232020.0,688.49
521930,202512,2150,1512009.0,706.88
521935,202512,378,254068.0,672.14
521940,202512,509,343346.0,679.89
521945,202512,273,187037.0,736.37
521950,202512,263,166704.0,653.74
521960,202512,272,177938.0,671.46
521970,202512,1177,764287.0,651.01
521971,202512,183,117724.0,654.02
521973,202512,717,484710.0,676.97
521975,202512,7525,5148819.0,688.81
521980,202512,1197,823562.0,689.75
521990,202512,722,502947.0,748.43
522000,202512,1249,853129.0,691.35
522005,202512,132,89096.0,680.12
522010,202512,1787,1172695.0,672.42
522015,202512,573,403811.0,705.96
522020,202512,2172,1424891.0,660.9
522026,202512,257,160052.0,627.65
522028,202512,193,132074.0,691.49
522040,202512,1221,806819.0,663.5
522045,202512,9054,6228219.0,699.49
522050,202512,470,325590.0,695.71
522060,202512,1345,926404.0,693.94
522068,202512,916,611538.0,673.5
522070,202512,573,400803.0,700.7
522100,202512,313,202148.0,647.91
522108,202512,873,599531.0,688.32
522119,202512,1221,872382.0,716.24
522130,202512,248,164483.0,665.92
522140,202512,10251,6912441.0,678.16
522145,202512,344,224798.0,657.3
522150,202512,286,179685.0,628.27
522155,202512,407,278008.0,702.04
522157,202512,382,248783.0,665.2
522160,202512,1731,1125961.0,657.3
522170,202512,1487,1006307.0,677.19
522180,202512,201,131531.0,654.38
522185,202512,10530,7059919.0,680.21
522190,202512,286,198264.0,698.11
522200,202512,845,577141.0,683.82
522205,202512,599,382544.0,653.92
522220,202512,531,360629.0,680.43
522230,202512,585,390852.0,670.42
530010,202512,151078,105455162.0,701.51
110001,202511,1522,1045407.0,693.7
110002,202511,6785,4598130.0,684.65
110003,202511,300,209417.0,700.39
110004,202511,5362,3593250.0,670.76
110005,202511,1096,759347.0,693.47
110006,202511,439,290359.0,664.44
110007,202511,250,174778.0,699.11
110008,202511,1863,1309303.0,706.2
110009,202511,1254,802305.0,640.82
110010,202511,4868,3711120.0,767.08
110011,202511,3008,1934588.0,643.36
110012,202511,6624,4475841.0,678.05
110013,202511,2436,1624590.0,667.46
110014,202511,1320,838898.0,637.46
110015,202511,2188,1426685.0,656.25
110018,202511,1210,799254.0,662.73
110020,202511,47725,32715444.0,687.49
110025,202511,1745,1142410.0,656.18
110026,202511,198,130814.0,660.68
110028,202511,1876,1216057.0,655.2
110029,202511,520,334948.0,645.37
110030,202511,4415,2940700.0,669.25
110032,202511,1017,672471.0,661.23
110033,202511,2538,1857074.0,734.89
110034,202511,1187,800565.0,679.02
110037,202511,360,226096.0,635.1
110040,202511,1097,759383.0,694.77
110045,202511,1824,1243900.0,685.34
110050,202511,447,289047.0,649.54
110060,202511,270,171503.0,639.94
110070,202511,490,323835.0,662.24
